,Hour,Temp,Humidity,Wind,Visibility,DewTemp,SolarRad,Rainfall,Snowfall,Seasons,Holiday,FuncDay,Day,WeekDay,Month,Year,RentalCount
200,8.0,-5.4,56.0,0.7,1940.0,-12.8,0.01,0.0,0.0,Winter,No Holiday,Yes,9,Saturday,December,2017,222.0
2235,3.0,8.5,96.0,0.4,238.0,7.8,0.0,0.1,0.0,Spring,No Holiday,Yes,4,Sunday,March,2018,90.0
4743,15.0,27.8,41.0,1.6,1851.0,13.3,2.89,0.0,0.0,Summer,No Holiday,Yes,16,Saturday,June,2018,1861.0
1767,15.0,-2.1,30.0,3.9,1933.0,-17.3,2.22,0.0,0.0,Winter,No Holiday,Yes,12,Monday,February,2018,228.0
4236,12.0,26.2,31.0,1.2,1161.0,7.7,3.18,0.0,0.0,Spring,No Holiday,Yes,26,Saturday,May,2018,1285.0
6648,0.0,21.4,97.0,0.1,404.0,20.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,4,Tuesday,September,2018,500.0
1572,12.0,-8.3,32.0,1.8,1295.0,-22.1,1.99,0.0,0.0,Winter,No Holiday,Yes,4,Sunday,February,2018,165.0
24,0.0,-1.8,87.0,1.1,994.0,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Saturday,December,2017,328.0
7333,13.0,20.4,36.0,2.6,1776.0,4.8,2.71,0.0,0.0,Autumn,No Holiday,No,2,Tuesday,October,2018,0.0
1088,8.0,4.1,85.0,1.1,470.0,1.7,0.0,0.0,0.0,Winter,No Holiday,Yes,15,Monday,January,2018,444.0
4674,18.0,23.4,63.0,3.6,1245.0,15.9,0.5,0.0,0.0,Summer,No Holiday,Yes,13,Wednesday,June,2018,2479.0
2694,6.0,2.3,80.0,0.7,546.0,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,23,Friday,March,2018,243.0
5785,1.0,28.5,54.0,1.1,2000.0,18.2,0.0,0.0,0.0,Summer,No Holiday,Yes,30,Monday,July,2018,575.0
3398,14.0,25.0,14.0,3.8,1858.0,-4.3,3.29,0.0,0.0,Spring,No Holiday,Yes,21,Saturday,April,2018,1511.0
3559,7.0,10.8,78.0,0.5,335.0,7.1,0.26,0.0,0.0,Spring,No Holiday,Yes,28,Saturday,April,2018,376.0
7833,9.0,11.7,77.0,0.8,394.0,7.7,0.25,0.0,0.0,Autumn,No Holiday,Yes,23,Tuesday,October,2018,1026.0
2841,9.0,13.5,79.0,1.9,382.0,9.9,0.2,0.0,0.0,Spring,No Holiday,Yes,29,Thursday,March,2018,757.0
2311,7.0,2.2,65.0,1.9,2000.0,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,7,Wednesday,March,2018,598.0
6466,10.0,21.7,97.0,1.0,1249.0,21.1,0.29,2.5,0.0,Summer,No Holiday,Yes,27,Monday,August,2018,104.0
3234,18.0,9.6,79.0,1.8,2000.0,6.1,0.39,0.0,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,706.0
4152,0.0,15.8,97.0,2.4,181.0,15.3,0.0,3.5,0.0,Spring,No Holiday,Yes,23,Wednesday,May,2018,32.0
1309,13.0,-12.0,25.0,6.0,1887.0,-28.0,1.27,0.0,0.9,Winter,No Holiday,Yes,24,Wednesday,January,2018,140.0
695,23.0,0.3,80.0,0.8,264.0,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes,29,Friday,December,2017,236.0
5096,8.0,22.1,93.0,0.5,805.0,20.9,0.14,1.0,0.0,Summer,No Holiday,Yes,1,Sunday,July,2018,20.0
3752,8.0,15.2,97.0,1.0,414.0,14.7,0.08,2.0,0.0,Spring,No Holiday,Yes,6,Sunday,May,2018,16.0
1227,3.0,-2.0,60.0,0.5,474.0,-8.7,0.0,0.0,0.0,Winter,No Holiday,Yes,21,Sunday,January,2018,107.0
1999,7.0,-3.7,64.0,0.7,1891.0,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,22,Thursday,February,2018,373.0
276,12.0,-8.3,35.0,2.9,1967.0,-21.0,1.14,0.0,0.0,Winter,No Holiday,Yes,12,Tuesday,December,2017,228.0
5173,13.0,31.0,60.0,2.6,1657.0,22.3,2.75,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018,1007.0
5407,7.0,24.9,81.0,0.3,1289.0,21.4,0.24,0.0,0.0,Summer,No Holiday,Yes,14,Saturday,July,2018,537.0
7349,5.0,11.8,82.0,1.1,1878.0,8.8,0.0,0.0,0.0,Autumn,Holiday,Yes,3,Wednesday,October,2018,173.0
3637,13.0,23.0,63.0,3.1,494.0,15.5,1.92,0.0,0.0,Spring,Holiday,Yes,1,Tuesday,May,2018,1493.0
6298,10.0,29.3,49.0,2.0,1875.0,17.4,1.65,0.0,0.0,Summer,No Holiday,Yes,20,Monday,August,2018,719.0
4778,2.0,20.7,76.0,0.3,920.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,18,Monday,June,2018,436.0
8492,20.0,6.0,50.0,1.5,931.0,-3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,19,Monday,November,2018,1030.0
4117,13.0,22.8,31.0,1.9,1923.0,4.7,3.49,0.0,0.0,Spring,No Holiday,Yes,21,Monday,May,2018,1456.0
5371,19.0,27.4,78.0,1.1,1899.0,23.2,0.27,0.0,0.0,Summer,No Holiday,Yes,12,Thursday,July,2018,2313.0
1137,9.0,3.0,66.0,0.7,306.0,-2.7,0.12,0.0,0.0,Winter,No Holiday,Yes,17,Wednesday,January,2018,337.0
2767,7.0,6.0,96.0,0.6,94.0,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,26,Monday,March,2018,581.0
8083,19.0,12.8,40.0,1.4,1870.0,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,2,Friday,November,2018,1568.0
8368,16.0,15.2,40.0,2.7,1371.0,1.6,0.87,0.0,0.0,Autumn,No Holiday,Yes,14,Wednesday,November,2018,1137.0
942,6.0,-5.6,52.0,3.7,1785.0,-13.9,0.0,0.0,0.9,Winter,No Holiday,Yes,9,Tuesday,January,2018,126.0
7480,16.0,20.3,25.0,1.8,2000.0,-0.3,1.15,0.0,0.0,Autumn,No Holiday,Yes,8,Monday,October,2018,1603.0
4935,15.0,31.8,31.0,3.4,1400.0,12.5,2.85,0.0,0.0,Summer,No Holiday,Yes,24,Sunday,June,2018,1213.0
3935,23.0,13.0,89.0,1.3,326.0,11.2,0.0,0.0,0.0,Spring,No Holiday,Yes,13,Sunday,May,2018,814.0
5318,14.0,25.5,77.0,0.8,1957.0,21.1,0.75,0.0,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018,1142.0
2384,8.0,1.5,73.0,1.2,466.0,-2.8,0.11,0.0,0.0,Spring,No Holiday,Yes,10,Saturday,March,2018,340.0
115,19.0,-3.2,45.0,0.0,2000.0,-13.5,0.0,0.0,0.0,Winter,No Holiday,Yes,5,Tuesday,December,2017,597.0
6498,18.0,24.3,97.0,0.8,105.0,23.7,0.01,18.5,0.0,Summer,No Holiday,Yes,28,Tuesday,August,2018,96.0
8737,1.0,1.3,63.0,2.0,1379.0,-4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,30,Friday,November,2018,456.0
3119,23.0,9.6,43.0,1.2,1333.0,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,9,Monday,April,2018,623.0
4258,10.0,21.6,33.0,2.0,1697.0,0.0,1.86,0.0,0.0,Spring,No Holiday,Yes,27,Sunday,May,2018,821.0
5125,13.0,22.6,97.0,0.6,367.0,22.0,0.3,0.5,0.0,Summer,No Holiday,Yes,2,Monday,July,2018,304.0
6686,14.0,27.9,42.0,5.0,1914.0,13.7,2.79,0.0,0.0,Autumn,No Holiday,Yes,5,Wednesday,September,2018,989.0
2819,11.0,15.6,60.0,3.7,817.0,7.8,1.44,0.0,0.0,Spring,No Holiday,Yes,28,Wednesday,March,2018,588.0
3822,6.0,9.2,64.0,1.0,2000.0,2.7,0.02,0.0,0.0,Spring,No Holiday,Yes,9,Wednesday,May,2018,556.0
7725,21.0,12.6,60.0,0.5,2000.0,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,18,Thursday,October,2018,1466.0
8011,19.0,8.0,52.0,2.1,2000.0,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,30,Tuesday,October,2018,1442.0
7438,22.0,17.7,78.0,0.3,2000.0,13.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,6,Saturday,October,2018,1459.0
3802,10.0,20.0,48.0,1.9,2000.0,8.6,2.46,0.0,0.0,Spring,No Holiday,Yes,8,Tuesday,May,2018,792.0
3536,8.0,11.6,58.0,1.4,1150.0,3.6,0.79,0.0,0.0,Spring,No Holiday,Yes,27,Friday,April,2018,1922.0
3825,9.0,14.4,46.0,1.2,1899.0,2.9,1.77,0.0,0.0,Spring,No Holiday,Yes,9,Wednesday,May,2018,928.0
6995,11.0,24.1,46.0,2.1,1678.0,11.7,2.03,0.0,0.0,Autumn,No Holiday,No,18,Tuesday,September,2018,0.0
6931,19.0,23.8,78.0,2.2,1991.0,19.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,15,Saturday,September,2018,1578.0
4810,10.0,23.7,56.0,1.6,1074.0,14.3,1.34,0.0,0.0,Summer,No Holiday,Yes,19,Tuesday,June,2018,937.0
1946,2.0,-0.8,76.0,0.8,421.0,-4.5,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Tuesday,February,2018,115.0
7742,14.0,19.8,32.0,2.3,1978.0,2.6,2.25,0.0,0.0,Autumn,No Holiday,Yes,19,Friday,October,2018,1221.0
8057,17.0,13.7,37.0,1.4,2000.0,-0.7,0.49,0.0,0.0,Autumn,No Holiday,Yes,1,Thursday,November,2018,1569.0
3488,8.0,8.8,37.0,0.9,1939.0,-5.1,0.89,0.0,0.0,Spring,No Holiday,Yes,25,Wednesday,April,2018,1900.0
1610,2.0,-11.2,36.0,2.9,1981.0,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018,59.0
7173,21.0,18.5,48.0,1.0,2000.0,7.2,0.0,0.0,0.0,Autumn,Holiday,Yes,25,Tuesday,September,2018,1565.0
4677,21.0,21.8,67.0,0.0,1485.0,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes,13,Wednesday,June,2018,2166.0
4959,15.0,32.7,31.0,1.7,1243.0,13.3,2.3,0.0,0.0,Summer,No Holiday,Yes,25,Monday,June,2018,1184.0
7207,7.0,13.2,60.0,0.5,2000.0,5.5,0.02,0.0,0.0,Autumn,No Holiday,Yes,27,Thursday,September,2018,1364.0
4761,9.0,22.5,66.0,1.2,605.0,15.8,0.97,0.0,0.0,Summer,No Holiday,Yes,17,Sunday,June,2018,944.0
2194,10.0,-1.8,30.0,2.1,1608.0,-17.1,1.59,0.0,0.0,Spring,No Holiday,Yes,2,Friday,March,2018,274.0
6492,12.0,25.2,89.0,1.4,340.0,23.2,0.32,2.0,0.0,Summer,No Holiday,Yes,28,Tuesday,August,2018,25.0
557,5.0,5.1,82.0,0.6,185.0,2.2,0.0,0.0,0.0,Winter,Holiday,Yes,24,Sunday,December,2017,44.0
6142,22.0,29.9,60.0,1.3,2000.0,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,13,Monday,August,2018,1635.0
1207,7.0,0.2,60.0,0.3,1145.0,-6.6,0.0,0.0,0.0,Winter,No Holiday,Yes,20,Saturday,January,2018,101.0
5425,1.0,25.5,83.0,2.3,1576.0,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,15,Sunday,July,2018,868.0
5576,8.0,27.4,63.0,0.9,1043.0,19.7,1.03,0.0,0.0,Summer,No Holiday,Yes,21,Saturday,July,2018,720.0
1510,22.0,-3.9,52.0,1.2,1871.0,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,1,Thursday,February,2018,235.0
3829,13.0,20.1,36.0,1.1,1933.0,4.5,3.34,0.0,0.0,Spring,No Holiday,Yes,9,Wednesday,May,2018,1188.0
3732,12.0,21.9,35.0,3.4,1586.0,5.7,2.74,0.0,0.0,Spring,No Holiday,Yes,5,Saturday,May,2018,1258.0
6065,17.0,36.3,40.0,2.7,2000.0,20.5,1.93,0.0,0.0,Summer,No Holiday,Yes,10,Friday,August,2018,1293.0
3211,19.0,16.9,19.0,0.5,2000.0,-6.9,0.06,0.0,0.0,Spring,No Holiday,Yes,13,Friday,April,2018,1641.0
3630,6.0,17.8,85.0,0.6,265.0,15.2,0.0,0.0,0.0,Spring,Holiday,Yes,1,Tuesday,May,2018,306.0
6352,16.0,37.4,35.0,1.3,2000.0,19.3,2.0,0.0,0.0,Summer,No Holiday,Yes,22,Wednesday,August,2018,993.0
6356,20.0,33.2,51.0,1.0,2000.0,21.6,0.02,0.0,0.0,Summer,No Holiday,Yes,22,Wednesday,August,2018,1808.0
266,2.0,-11.5,50.0,0.7,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12,Tuesday,December,2017,95.0
1140,12.0,8.1,51.0,1.4,367.0,-1.4,0.75,0.0,0.0,Winter,No Holiday,Yes,17,Wednesday,January,2018,310.0
3162,18.0,15.2,21.0,2.9,2000.0,-7.0,0.94,0.0,0.0,Spring,No Holiday,No,11,Wednesday,April,2018,0.0
6610,10.0,25.0,47.0,1.5,2000.0,12.8,2.17,0.0,0.0,Autumn,No Holiday,Yes,2,Sunday,September,2018,802.0
3730,10.0,18.1,46.0,2.9,1755.0,6.2,2.17,0.0,0.0,Spring,No Holiday,Yes,5,Saturday,May,2018,877.0
1909,13.0,3.7,17.0,1.4,2000.0,-19.1,1.98,0.0,0.0,Winter,No Holiday,Yes,18,Sunday,February,2018,337.0
5574,6.0,24.9,76.0,0.0,1473.0,20.3,0.02,0.0,0.0,Summer,No Holiday,Yes,21,Saturday,July,2018,381.0
7905,9.0,12.0,86.0,0.8,405.0,9.7,0.07,0.5,0.0,Autumn,No Holiday,Yes,26,Friday,October,2018,144.0
656,8.0,-4.7,30.0,0.6,2000.0,-19.6,0.0,0.0,0.0,Winter,No Holiday,Yes,28,Thursday,December,2017,554.0
6583,7.0,21.1,81.0,1.0,1738.0,17.7,0.14,0.0,0.0,Autumn,No Holiday,Yes,1,Saturday,September,2018,511.0
5973,21.0,30.6,70.0,1.6,1542.0,24.4,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Monday,August,2018,1611.0
998,14.0,-7.4,38.0,3.3,1718.0,-19.3,1.15,0.0,0.0,Winter,No Holiday,Yes,11,Thursday,January,2018,187.0
5662,22.0,29.8,66.0,3.2,1511.0,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,24,Tuesday,July,2018,1773.0
2834,2.0,12.9,83.0,1.6,369.0,10.0,0.0,0.0,0.0,Spring,No Holiday,Yes,29,Thursday,March,2018,254.0
7878,6.0,7.5,86.0,1.3,1301.0,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,25,Thursday,October,2018,450.0
1237,13.0,4.9,22.0,2.0,1446.0,-15.0,1.0,0.0,0.0,Winter,No Holiday,Yes,21,Sunday,January,2018,343.0
7728,0.0,10.3,67.0,1.5,2000.0,4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,19,Friday,October,2018,783.0
6046,22.0,27.5,82.0,0.4,1228.0,24.1,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Thursday,August,2018,1494.0
7931,11.0,10.4,42.0,4.1,1988.0,-1.9,2.01,0.0,0.0,Autumn,No Holiday,Yes,27,Saturday,October,2018,996.0
5091,3.0,22.7,86.0,0.7,1455.0,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1,Sunday,July,2018,368.0
2186,2.0,-5.3,52.0,1.2,1434.0,-13.6,0.0,0.0,0.0,Spring,No Holiday,Yes,2,Friday,March,2018,71.0
1134,6.0,2.7,71.0,1.1,270.0,-2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,17,Wednesday,January,2018,115.0
5004,12.0,24.1,73.0,2.2,992.0,18.9,2.15,0.0,0.0,Summer,No Holiday,Yes,27,Wednesday,June,2018,1145.0
1303,7.0,-15.9,30.0,3.0,2000.0,-29.5,0.0,0.0,0.9,Winter,No Holiday,Yes,24,Wednesday,January,2018,164.0
1627,19.0,-8.4,37.0,4.0,2000.0,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,6,Tuesday,February,2018,251.0
8135,23.0,10.6,73.0,1.3,931.0,5.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,4,Sunday,November,2018,656.0
1522,10.0,-4.1,43.0,1.2,1187.0,-14.8,0.59,0.0,0.0,Winter,No Holiday,Yes,2,Friday,February,2018,187.0
8589,21.0,2.2,28.0,0.8,2000.0,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,23,Friday,November,2018,679.0
358,22.0,-0.1,49.0,2.0,870.0,-9.5,0.0,0.0,0.0,Winter,No Holiday,Yes,15,Friday,December,2017,296.0
138,18.0,1.7,90.0,1.0,66.0,0.2,0.0,0.3,0.3,Winter,No Holiday,Yes,6,Wednesday,December,2017,204.0
299,11.0,-8.1,35.0,1.8,1806.0,-20.9,0.96,0.0,0.0,Winter,No Holiday,Yes,13,Wednesday,December,2017,251.0
1556,20.0,-8.5,31.0,4.1,2000.0,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018,109.0
5099,11.0,21.2,97.0,1.2,105.0,20.6,0.15,18.5,0.0,Summer,No Holiday,Yes,1,Sunday,July,2018,11.0
382,22.0,-7.6,41.0,1.6,2000.0,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,16,Saturday,December,2017,155.0
6433,1.0,22.5,80.0,0.6,2000.0,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,26,Sunday,August,2018,769.0
8515,19.0,8.7,34.0,2.2,1857.0,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,20,Tuesday,November,2018,1317.0
4857,9.0,22.7,59.0,2.0,940.0,14.2,1.77,0.0,0.0,Summer,No Holiday,Yes,21,Thursday,June,2018,1360.0
7382,14.0,24.3,39.0,1.7,2000.0,9.4,2.18,0.0,0.0,Autumn,No Holiday,No,4,Thursday,October,2018,0.0
8347,19.0,9.8,45.0,1.3,1882.0,-1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,13,Tuesday,November,2018,1529.0
5446,22.0,27.5,77.0,0.9,1778.0,23.0,0.0,0.0,0.0,Summer,No Holiday,Yes,15,Sunday,July,2018,1607.0
7505,17.0,18.4,39.0,2.1,2000.0,4.1,0.45,0.0,0.0,Autumn,Holiday,No,9,Tuesday,October,2018,0.0
6412,4.0,23.2,79.0,1.8,1941.0,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes,25,Saturday,August,2018,306.0
5404,4.0,25.1,82.0,1.5,1336.0,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,14,Saturday,July,2018,307.0
7961,17.0,9.4,85.0,1.2,2000.0,6.9,0.07,1.5,0.0,Autumn,No Holiday,Yes,28,Sunday,October,2018,535.0
2721,9.0,6.5,40.0,2.5,588.0,-6.1,0.69,0.0,0.0,Spring,No Holiday,Yes,24,Saturday,March,2018,456.0
1932,12.0,4.7,43.0,2.1,1131.0,-6.8,1.38,0.0,0.0,Winter,No Holiday,Yes,19,Monday,February,2018,361.0
6804,12.0,26.7,40.0,1.4,2000.0,11.9,2.92,0.0,0.0,Autumn,No Holiday,Yes,10,Monday,September,2018,1095.0
3236,20.0,9.4,76.0,2.6,1376.0,5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,640.0
3140,20.0,19.1,58.0,6.1,2000.0,10.6,0.0,0.0,0.0,Spring,No Holiday,Yes,10,Tuesday,April,2018,336.0
4163,11.0,18.9,42.0,3.8,2000.0,5.6,3.13,0.0,0.0,Spring,No Holiday,Yes,23,Wednesday,May,2018,1012.0
7388,20.0,21.3,53.0,1.8,2000.0,11.3,0.0,0.0,0.0,Autumn,No Holiday,No,4,Thursday,October,2018,0.0
3807,15.0,22.4,39.0,1.9,2000.0,7.7,2.16,0.0,0.0,Spring,No Holiday,Yes,8,Tuesday,May,2018,1267.0
7919,23.0,10.2,64.0,3.9,2000.0,3.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,26,Friday,October,2018,603.0
8169,9.0,10.1,68.0,0.2,578.0,4.4,0.33,0.0,0.0,Autumn,No Holiday,No,6,Tuesday,November,2018,0.0
4154,2.0,15.0,97.0,2.5,236.0,14.5,0.0,3.0,0.0,Spring,No Holiday,Yes,23,Wednesday,May,2018,34.0
4172,20.0,16.7,61.0,1.9,2000.0,9.1,0.05,0.0,0.0,Spring,No Holiday,Yes,23,Wednesday,May,2018,2001.0
796,4.0,-6.1,45.0,2.3,2000.0,-16.1,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Wednesday,January,2018,43.0
2416,16.0,11.9,25.0,2.7,1424.0,-7.5,1.83,0.0,0.0,Spring,No Holiday,Yes,11,Sunday,March,2018,1205.0
785,17.0,0.3,27.0,2.6,2000.0,-16.5,0.18,0.0,0.0,Winter,No Holiday,Yes,2,Tuesday,January,2018,373.0
3158,14.0,16.4,28.0,3.4,1804.0,-2.1,3.16,0.0,0.0,Spring,No Holiday,No,11,Wednesday,April,2018,0.0
123,3.0,-3.2,78.0,0.0,1808.0,-6.4,0.0,0.2,0.4,Winter,No Holiday,Yes,6,Wednesday,December,2017,78.0
2172,12.0,0.5,46.0,4.7,1172.0,-9.8,2.49,0.0,0.0,Spring,Holiday,Yes,1,Thursday,March,2018,311.0
7012,4.0,19.5,70.0,0.5,2000.0,13.8,0.0,0.0,0.0,Autumn,No Holiday,No,19,Wednesday,September,2018,0.0
6659,11.0,24.5,64.0,2.7,2000.0,17.2,2.7,0.0,0.0,Autumn,No Holiday,Yes,4,Tuesday,September,2018,940.0
8068,4.0,5.2,74.0,1.3,1386.0,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,2,Friday,November,2018,166.0
4340,20.0,19.1,64.0,2.6,1530.0,12.1,0.06,0.0,0.0,Spring,No Holiday,Yes,30,Wednesday,May,2018,2224.0
910,22.0,1.1,40.0,0.5,1305.0,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Sunday,January,2018,214.0
2309,5.0,2.5,63.0,1.3,1987.0,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,7,Wednesday,March,2018,97.0
8453,5.0,2.3,53.0,0.6,1763.0,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,18,Sunday,November,2018,92.0
3634,10.0,22.2,61.0,1.2,531.0,14.3,1.72,0.0,0.0,Spring,Holiday,Yes,1,Tuesday,May,2018,1002.0
1257,9.0,0.1,33.0,0.8,1901.0,-14.3,0.06,0.0,0.0,Winter,No Holiday,Yes,22,Monday,January,2018,365.0
4458,18.0,24.4,48.0,1.9,1998.0,12.6,0.56,0.0,0.0,Summer,No Holiday,Yes,4,Monday,June,2018,3380.0
1178,2.0,-0.3,44.0,1.7,1295.0,-11.1,0.0,0.0,0.0,Winter,No Holiday,Yes,19,Friday,January,2018,140.0
4652,20.0,21.6,62.0,3.3,2000.0,13.9,0.09,0.0,0.0,Summer,No Holiday,Yes,12,Tuesday,June,2018,2579.0
3650,2.0,19.0,80.0,1.6,346.0,15.4,0.0,0.0,0.0,Spring,No Holiday,Yes,2,Wednesday,May,2018,245.0
442,10.0,-4.6,41.0,2.8,1815.0,-15.8,0.57,0.0,2.5,Winter,No Holiday,Yes,19,Tuesday,December,2017,151.0
7120,16.0,24.6,29.0,4.0,1988.0,5.3,1.73,0.0,0.0,Autumn,Holiday,Yes,23,Sunday,September,2018,1502.0
1399,7.0,-8.0,39.0,1.9,2000.0,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,28,Sunday,January,2018,42.0
1457,17.0,-2.4,85.0,0.3,174.0,-4.5,0.06,0.0,0.6,Winter,No Holiday,Yes,30,Tuesday,January,2018,53.0
5733,21.0,30.3,75.0,1.1,1289.0,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,27,Friday,July,2018,1547.0
1054,22.0,-4.3,81.0,0.4,435.0,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,13,Saturday,January,2018,168.0
6818,2.0,18.9,52.0,1.1,2000.0,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,11,Tuesday,September,2018,435.0
3275,11.0,14.1,32.0,1.3,2000.0,-2.3,2.67,0.0,0.0,Spring,No Holiday,Yes,16,Monday,April,2018,855.0
7122,18.0,22.3,53.0,2.7,2000.0,12.2,0.44,0.0,0.0,Autumn,Holiday,Yes,23,Sunday,September,2018,1492.0
3699,3.0,9.6,66.0,0.9,1685.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,4,Friday,May,2018,224.0
3759,15.0,17.8,77.0,1.6,2000.0,13.7,1.13,0.0,0.0,Spring,No Holiday,Yes,6,Sunday,May,2018,770.0
929,17.0,2.7,50.0,2.8,1957.0,-6.7,0.06,0.0,0.0,Winter,No Holiday,Yes,8,Monday,January,2018,385.0
8608,16.0,3.5,82.0,1.6,1092.0,0.7,0.51,0.0,3.6,Autumn,No Holiday,Yes,24,Saturday,November,2018,436.0
1829,5.0,-2.4,33.0,3.1,2000.0,-16.5,0.0,0.0,0.0,Winter,Holiday,Yes,15,Thursday,February,2018,32.0
7857,9.0,10.1,72.0,1.1,728.0,5.2,0.9,0.0,0.0,Autumn,No Holiday,Yes,24,Wednesday,October,2018,1151.0
5304,0.0,20.4,97.0,0.3,183.0,19.9,0.0,5.5,0.0,Summer,No Holiday,Yes,10,Tuesday,July,2018,29.0
4221,21.0,19.1,50.0,1.4,1378.0,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,25,Friday,May,2018,1740.0
3546,18.0,20.3,47.0,2.5,705.0,8.6,0.77,0.0,0.0,Spring,No Holiday,Yes,27,Friday,April,2018,2577.0
7470,6.0,9.5,68.0,0.9,2000.0,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,8,Monday,October,2018,503.0
8671,7.0,3.6,83.0,0.9,350.0,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,27,Tuesday,November,2018,815.0
2011,19.0,3.5,60.0,2.7,936.0,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,22,Thursday,February,2018,499.0
7045,13.0,18.9,89.0,2.6,586.0,17.0,0.58,0.0,0.0,Autumn,No Holiday,Yes,20,Thursday,September,2018,301.0
8059,19.0,10.5,49.0,1.2,1965.0,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1,Thursday,November,2018,1561.0
3219,3.0,12.1,41.0,1.0,2000.0,-0.7,0.0,0.2,0.0,Spring,No Holiday,Yes,14,Saturday,April,2018,62.0
2606,14.0,10.1,59.0,3.3,2000.0,2.4,0.57,0.0,0.0,Spring,No Holiday,Yes,19,Monday,March,2018,326.0
3264,0.0,8.3,59.0,2.1,1912.0,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,16,Monday,April,2018,401.0
4928,8.0,21.3,78.0,0.7,351.0,17.3,0.51,0.0,0.0,Summer,No Holiday,Yes,24,Sunday,June,2018,561.0
8195,11.0,12.4,82.0,0.6,507.0,9.4,0.34,0.0,0.0,Autumn,No Holiday,Yes,7,Wednesday,November,2018,608.0
6187,19.0,28.7,76.0,0.7,2000.0,24.0,0.11,0.9,0.0,Summer,Holiday,Yes,15,Wednesday,August,2018,1301.0
6,6.0,-6.6,35.0,1.3,2000.0,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes,1,Friday,December,2017,181.0
2980,4.0,14.1,97.0,1.7,306.0,13.6,0.0,3.0,0.0,Spring,No Holiday,Yes,4,Wednesday,April,2018,14.0
